rank,worth_billions,category,name,age,country,city,source,industry,countryOfCitizenship,self_made,status,gender,birthDate,lastName,firstName,date,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country,age_group,worth_tier,year,company_founded,company_name,company_relationship,company_sector,company_type,country_code,gdp,region,wealth_type,wealth_category,from_emerging,inherited_raw,was_founder,was_political,inherited
2259,1.2,Food & Beverage,Tony Tan Caktiong,70.0,Philippines,Manila,Food,Food & Beverage,Philippines,True,D,male,1953-01-05,Tan Caktiong,Tony,2023-04-04 05:01:00,1953.0,1.0,5.0,129.61,2.5,"$376,795,508,680 ",35.5,107.5,71.1,14.0,43.1,108116615.0,12.879721,121.774017,70s,1–2B,2023,,,,,,,,,,,,,,,
2259,1.2,Manufacturing,Xiuguo Tang,59.0,China,Changsha,Manufacturing,Manufacturing,China,True,U,male,1963-08-25,Tang,Xiuguo,2023-04-04 05:01:00,1963.0,8.0,25.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,50s,1–2B,2023,,,,,,,,,,,,,,,
2259,1.2,Real Estate,Sam Tarascio,78.0,Australia,Melbourne,Real estate,Real Estate,Australia,True,E,male,1944-07-22,Tarascio,Sam,2023-04-04 05:01:00,1944.0,7.0,22.0,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136,70s,1–2B,2023,,,,,,,,,,,,,,,
2259,1.2,Finance & Investments,Lina Tombolato,75.0,Italy,Tombolo,Financial services,Finance & Investments,Italy,False,D,female,1947-07-28,Tombolato,Lina,2023-04-04 05:01:00,1947.0,7.0,28.0,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738,70s,1–2B,2023,,,,,,,,,,,,,,,
2259,1.2,Manufacturing,Ching Bor Tung,60.0,China,Dongguan,Manufacturing,Manufacturing,China,True,D,male,1963-01-01,Tung,Ching Bor,2023-04-04 05:01:00,1963.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,60s,1–2B,2023,,,,,,,,,,,,,,,
2259,1.2,Media & Entertainment,Joop van den Ende,81.0,Netherlands,Baarn,TV shows,Media & Entertainment,Netherlands,True,D,male,1942-02-23,van den Ende,Joop,2023-04-04 05:01:00,1942.0,2.0,23.0,115.91,2.6,"$909,070,395,161 ",85.0,104.2,81.8,23.0,41.2,17332850.0,52.132633,5.291266,80s,1–2B,2023,,,,,,,,,,,,,,,
2259,1.2,Finance & Investments,Ruben Vardanyan & family,54.0,Armenia,Erevan,Investment banking,Finance & Investments,Armenia,True,R,male,1968-05-25,Vardanyan,Ruben,2023-04-04 05:01:00,1968.0,5.0,25.0,129.18,1.4,"$13,672,802,158 ",54.6,92.7,74.9,20.9,22.6,2957731.0,40.069099,45.038189,50s,1–2B,2023,,,,,,,,,,,,,,,
2259,1.2,Fashion & Retail,Sandro Veronesi & family,63.0,Italy,Milan,Fashion,Fashion & Retail,Italy,True,D,male,1959-10-18,Veronesi,Sandro,2023-04-04 05:01:00,1959.0,10.0,18.0,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738,60s,1–2B,2023,,,,,,,,,,,,,,,
2259,1.2,Real Estate,Thongma Vijitpongpun,65.0,Thailand,Bangkok,Real estate,Real Estate,Thailand,True,E,male,1957-07-08,Vijitpongpun,Thongma,2023-04-04 05:01:00,1957.0,7.0,8.0,113.27,0.7,"$543,649,976,166 ",49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541,60s,1–2B,2023,,,,,,,,,,,,,,,
2259,1.2,Finance & Investments,Thomas von Koch,57.0,Hong Kong,Hong Kong,Asset management,Finance & Investments,Sweden,True,D,male,1966-03-24,von Koch,Thomas,2023-04-04 05:01:00,1966.0,3.0,24.0,,,,,,,,,,,,50s,1–2B,2023,,,,,,,,,,,,,,,
2259,1.2,Healthcare,Wang Fuji,,China,Zhangzhou,Pharmaceuticals,Healthcare,China,True,D,male,,Wang,Fuji,2023-04-04 05:01:00,,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,,1–2B,2023,,,,,,,,,,,,,,,
2259,1.2,Manufacturing,Wang Shih-Chung,61.0,Taiwan,Taipei,Pneumatic equipments,Manufacturing,Taiwan,True,N,male,1962-01-01,Wang,Shih-Chung,2023-04-04 05:01:00,1962.0,1.0,1.0,,,,,,,,,,,,60s,1–2B,2023,,,,,,,,,,,,,,,
2259,1.2,Manufacturing,Wang Xiaoshen,54.0,China,Urumchi,Lithium,Manufacturing,China,True,D,male,1968-10-01,Wang,Xiaoshen,2023-04-04 05:01:00,1968.0,10.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,50s,1–2B,2023,,,,,,,,,,,,,,,
2259,1.2,Diversified,J. Wayne Weaver,87.0,United States,Jacksonville,Shoes,Diversified,United States,True,E,male,1935-09-01,Weaver,J. Wayne,2023-04-04 05:01:00,1935.0,9.0,1.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,80s,1–2B,2023,,,,,,,,,,,,,,,
2259,1.2,Food & Beverage,Drorit Wertheim,67.0,Israel,Bnei Atarot,Coca Cola Israel,Food & Beverage,Israel,False,D,female,1956-01-01,Wertheim,Drorit,2023-04-04 05:01:00,1956.0,1.0,1.0,108.15,0.8,"$395,098,666,122 ",63.4,104.9,82.8,23.1,25.3,9053300.0,31.046051,34.851612,60s,1–2B,2023,,,,,,,,,,,,,,,
2259,1.2,Finance & Investments,Cameron Winklevoss,41.0,United States,New York,Cryptocurrency,Finance & Investments,United States,True,D,male,1981-08-21,Winklevoss,Cameron,2023-04-04 05:01:00,1981.0,8.0,21.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,40s,1–2B,2023,,,,,,,,,,,,,,,
2259,1.2,Finance & Investments,Tyler Winklevoss,41.0,United States,New York,Cryptocurrency,Finance & Investments,United States,True,D,male,1981-08-21,Winklevoss,Tyler,2023-04-04 05:01:00,1981.0,8.0,21.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,40s,1–2B,2023,,,,,,,,,,,,,,,
2259,1.2,Manufacturing,Wu Chung-yi,67.0,Taiwan,Chang Hwa County,Manufacturing,Manufacturing,Taiwan,False,E,male,1955-07-01,Wu,Chung-yi,2023-04-04 05:01:00,1955.0,7.0,1.0,,,,,,,,,,,,60s,1–2B,2023,,,,,,,,,,,,,,,
2259,1.2,Finance & Investments,Eugene Wu,77.0,Taiwan,Taipei,Finance,Finance & Investments,Taiwan,False,D,male,1945-05-03,Wu,Eugene,2023-04-04 05:01:00,1945.0,5.0,3.0,,,,,,,,,,,,70s,1–2B,2023,,,,,,,,,,,,,,,
2259,1.2,Fashion & Retail,Wu Yonghua,52.0,China,Xiamen,Apparel,Fashion & Retail,China,True,U,male,1971-01-01,Wu,Yonghua,2023-04-04 05:01:00,1971.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,50s,1–2B,2023,,,,,,,,,,,,,,,
2259,1.2,Manufacturing,Xia Xinde,58.0,China,Guangzhou,Batteries,Manufacturing,China,True,U,male,1964-10-15,Xia,Xinde,2023-04-04 05:01:00,1964.0,10.0,15.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,50s,1–2B,2023,,,,,,,,,,,,,,,
2259,1.2,Manufacturing,Wenbo Xiang,60.0,China,Changsha,Manufacturing,Manufacturing,China,True,D,male,1962-06-21,Xiang,Wenbo,2023-04-04 05:01:00,1962.0,6.0,21.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,60s,1–2B,2023,,,,,,,,,,,,,,,
2259,1.2,Food & Beverage,Xu Jin,58.0,China,Huaibei city,Wine,Food & Beverage,China,True,D,male,1965-01-24,Xu,Jin,2023-04-04 05:01:00,1965.0,1.0,24.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,50s,1–2B,2023,,,,,,,,,,,,,,,
2259,1.2,Manufacturing,Xu Shijun & family,60.0,China,Nantong,Manufacturing,Manufacturing,China,True,D,male,1963-03-01,Xu,Shijun,2023-04-04 05:01:00,1963.0,3.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,60s,1–2B,2023,,,,,,,,,,,,,,,
2259,1.2,Service,Wanmao Xu,78.0,China,Ningbo,Education,Service,China,True,D,male,1945-01-01,Xu,Wanmao,2023-04-04 05:01:00,1945.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,70s,1–2B,2023,,,,,,,,,,,,,,,
2259,1.2,Manufacturing,Xu Yuejuan,61.0,China,Hangzhou,Petro Fibre,Manufacturing,China,True,D,female,1962-01-24,Xu,Yuejuan,2023-04-04 05:01:00,1962.0,1.0,24.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,60s,1–2B,2023,,,,,,,,,,,,,,,
2259,1.2,Healthcare,Vadim Yakunin,60.0,Russia,Moscow,Pharmacy,Healthcare,Russia,True,R,male,1963-01-05,Yakunin,Vadim,2023-04-04 05:01:00,1963.0,1.0,5.0,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,60s,1–2B,2023,,,,,,,,,,,,,,,
2259,1.2,Fashion & Retail,Yang Yunyun,46.0,China,Guangzhou,Retail,Fashion & Retail,China,True,R,female,1977-01-01,Yang,Yunyun,2023-04-04 05:01:00,1977.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,40s,1–2B,2023,,,,,,,,,,,,,,,
2259,1.2,Technology,Matei Zaharia,37.0,United States,Berkeley,Data analytics,Technology,Romania,True,D,male,1985-04-21,Zaharia,Matei,2023-04-04 05:01:00,1985.0,4.0,21.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,30s,1–2B,2023,,,,,,,,,,,,,,,
2259,1.2,Diversified,Zan Shengda,60.0,China,Nantong,Diversified,Diversified,China,True,D,male,1963-04-02,Zan,Shengda,2023-04-04 05:01:00,1963.0,4.0,2.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,60s,1–2B,2023,,,,,,,,,,,,,,,
2259,1.2,Technology,Zhang Xuezheng,47.0,China,Jiaxing,Telecom,Technology,China,True,D,male,1975-06-01,Zhang,Xuezheng,2023-04-04 05:01:00,1975.0,6.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,40s,1–2B,2023,,,,,,,,,,,,,,,
2259,1.2,Manufacturing,Zhang Yin,66.0,China,Dongguan,Paper manufacturing,Manufacturing,China,True,D,female,1957-02-01,Zhang,Yin,2023-04-04 05:01:00,1957.0,2.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,60s,1–2B,2023,,,,,,,,,,,,,,,
2259,1.2,Healthcare,Ning Zhao,56.0,China,Shanghai,Pharmaceuticals,Healthcare,United States,True,Split Family Fortune,female,1967-01-01,Zhao,Ning,2023-04-04 05:01:00,1967.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,50s,1–2B,2023,,,,,,,,,,,,,,,
2259,1.2,Manufacturing,Zhou Wen & family,58.0,China,Shanghai,Chemicals,Manufacturing,China,True,U,male,1965-03-06,Zhou,Wen,2023-04-04 05:01:00,1965.0,3.0,6.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,50s,1–2B,2023,,,,,,,,,,,,,,,
2259,1.2,Construction & Engineering,Zhu Xingliang,63.0,China,Suzhou,Construction,Construction & Engineering,China,True,D,male,1959-05-01,Zhu,Xingliang,2023-04-04 05:01:00,1959.0,5.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,60s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Fashion & Retail,Hari Krishan Agarwal,66.0,India,Delhi,Sports shoes,Fashion & Retail,India,True,N,male,1956-04-05,Agarwal,Hari Krishan,2023-04-04 05:01:00,1956.0,4.0,5.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,60s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Energy,Farkhad Akhmedov,67.0,Russia,Moscow,Investments,Energy,Russia,True,D,male,1955-09-15,Akhmedov,Farkhad,2023-04-04 05:01:00,1955.0,9.0,15.0,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,60s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Finance & Investments,Joseph Bae,51.0,United States,New York,Private equity,Finance & Investments,United States,True,N,male,1972-01-12,Bae,Joseph,2023-04-04 05:01:00,1972.0,1.0,12.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,50s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Food & Beverage,Abigail Bennett,42.0,United States,Rochester,Liquor,Food & Beverage,United States,False,Split Family Fortune,female,1980-12-27,Bennett,Abigail,2023-04-04 05:01:00,1980.0,12.0,27.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,40s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Fashion & Retail,Sara Blakely,52.0,United States,Atlanta,Spanx,Fashion & Retail,United States,True,E,female,1971-02-27,Blakely,Sara,2023-04-04 05:01:00,1971.0,2.0,27.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,50s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Finance & Investments,Lloyd Blankfein,68.0,United States,New York,Banking,Finance & Investments,United States,True,E,male,1954-09-20,Blankfein,Lloyd,2023-04-04 05:01:00,1954.0,9.0,20.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,60s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Diversified,Henadiy Boholyubov,61.0,Ukraine,Dnipro,"Banking, investments",Diversified,Ukraine,True,E,male,1962-01-01,Boholyubov,Henadiy,2023-04-04 05:01:00,1962.0,1.0,1.0,281.66,7.9,"$153,781,069,118 ",82.7,99.0,71.6,20.1,45.2,44385155.0,48.379433,31.16558,60s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Real Estate,Stephane Bonvin,56.0,Switzerland,Lens,Real estate,Real Estate,Switzerland,True,D,male,1967-01-01,Bonvin,Stephane,2023-04-04 05:01:00,1967.0,1.0,1.0,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512,50s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Diversified,Oleg Boyko,58.0,Switzerland,Lipperswil,Diversified,Diversified,Russia,True,D,male,1964-09-28,Boyko,Oleg,2023-04-04 05:01:00,1964.0,9.0,28.0,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512,50s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Technology,Ryan Breslow,28.0,United States,Miami,E-commerce software,Technology,United States,True,D,male,1994-05-20,Breslow,Ryan,2023-04-04 05:01:00,1994.0,5.0,20.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,<30,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Fashion & Retail,Thomas Bruch,72.0,Germany,St. Wendel,Retail,Fashion & Retail,Germany,False,D,male,1950-04-25,Bruch,Thomas,2023-04-04 05:01:00,1950.0,4.0,25.0,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526,70s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Technology,Marina Budiman,61.0,Indonesia,Jakarta,Data centers,Technology,Indonesia,True,D,female,1961-09-05,Budiman,Marina,2023-04-04 05:01:00,1961.0,9.0,5.0,151.18,3.0,"$1,119,190,780,753 ",36.3,106.4,71.5,10.2,30.1,270203917.0,-0.789275,113.921327,60s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Food & Beverage,Pradip Burman,80.0,India,Delhi,Consumer goods,Food & Beverage,India,False,D,male,1942-11-02,Burman,Pradip,2023-04-04 05:01:00,1942.0,11.0,2.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,80s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Healthcare,Cai Hongbin,,China,Lianyungang,Pharmaceuticals,Healthcare,China,True,D,male,,Cai,Hongbin,2023-04-04 05:01:00,,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Manufacturing,Cao Kejian,60.0,China,Quzhou,Air compressors,Manufacturing,China,True,E,male,1962-04-10,Cao,Kejian,2023-04-04 05:01:00,1962.0,4.0,10.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,60s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Food & Beverage,Giuliana Caprotti,82.0,Italy,Milan,Supermarkets,Food & Beverage,Italy,False,D,female,1940-11-21,Caprotti,Giuliana,2023-04-04 05:01:00,1940.0,11.0,21.0,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738,80s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Food & Beverage,Marina Caprotti,45.0,Italy,Milan,Supermarkets,Food & Beverage,Italy,False,D,female,1978-01-17,Caprotti,Marina,2023-04-04 05:01:00,1978.0,1.0,17.0,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738,40s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Technology,Chang Jing,40.0,China,Beijing,Technology,Technology,China,True,D,male,1982-08-01,Chang,Jing,2023-04-04 05:01:00,1982.0,8.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,40s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Healthcare,Chen Baohua,61.0,China,Linhai,Pharmaceutical,Healthcare,China,True,D,male,1962-01-01,Chen,Baohua,2023-04-04 05:01:00,1962.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,60s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Energy,Gang Chen,55.0,China,Guangzhou,Solar energy,Energy,China,True,D,male,1968-01-01,Chen,Gang,2023-04-04 05:01:00,1968.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,50s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Logistics,Liying Chen,47.0,China,Shanghai,Package delivery,Logistics,China,True,D,female,1975-10-30,Chen,Liying,2023-04-04 05:01:00,1975.0,10.0,30.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,40s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Technology,Tony Chen,73.0,Taiwan,Taichung,Electronics,Technology,Taiwan,True,U,male,1949-07-01,Chen,Tony,2023-04-04 05:01:00,1949.0,7.0,1.0,,,,,,,,,,,,70s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Manufacturing,Chen Xueling,55.0,China,Shantou,Stationery,Manufacturing,China,True,D,female,1967-10-16,Chen,Xueling,2023-04-04 05:01:00,1967.0,10.0,16.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,50s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Food & Beverage,Cheng Lili,58.0,China,Changzhou,Poultry breeding,Food & Beverage,China,True,D,male,1965-01-01,Cheng,Lili,2023-04-04 05:01:00,1965.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,50s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Technology,Weili Dai,61.0,United States,Las Vegas,Semiconductors,Technology,United States,True,D,female,1961-09-14,Dai,Weili,2023-04-04 05:01:00,1961.0,9.0,14.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,60s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Food & Beverage,Carmen Daurella Aguilera,,Spain,Barcelona,Coca-Cola bottler,Food & Beverage,Spain,False,R,female,,Daurella Aguilera,Carmen,2023-04-04 05:01:00,,,,110.96,0.7,"$1,394,116,310,769 ",88.9,102.7,83.3,14.2,47.0,47076781.0,40.463667,-3.74922,,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Manufacturing,Deng Yingzhong,72.0,China,Zhongshan,Paper,Manufacturing,China,True,D,male,1951-01-01,Deng,Yingzhong,2023-04-04 05:01:00,1951.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,70s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Finance & Investments,Shlomo Eliahu,87.0,Israel,Tel Aviv,Insurance,Finance & Investments,Israel,True,D,male,1936-01-18,Eliahu,Shlomo,2023-04-04 05:01:00,1936.0,1.0,18.0,108.15,0.8,"$395,098,666,122 ",63.4,104.9,82.8,23.1,25.3,9053300.0,31.046051,34.851612,80s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Finance & Investments,Henry Engelhardt,65.0,United Kingdom,Cardiff,Insurance,Finance & Investments,United States,True,D,male,1958-01-17,Engelhardt,Henry,2023-04-04 05:01:00,1958.0,1.0,17.0,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,60s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Service,Gabriel Escarrer,88.0,Spain,Palma de Majorca,Hotels,Service,Spain,True,E,male,1935-03-02,Escarrer,Gabriel,2023-04-04 05:01:00,1935.0,3.0,2.0,110.96,0.7,"$1,394,116,310,769 ",88.9,102.7,83.3,14.2,47.0,47076781.0,40.463667,-3.74922,80s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Manufacturing,Daniel Feffer,63.0,Brazil,São Paulo,Pulp and paper,Manufacturing,Brazil,False,D,male,1959-10-28,Feffer,Daniel,2023-04-04 05:01:00,1959.0,10.0,28.0,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528,60s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Manufacturing,Ruben Feffer,53.0,Brazil,São Paulo,Pulp and paper,Manufacturing,Brazil,False,D,male,,Feffer,Ruben,2023-04-04 05:01:00,,,,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528,50s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Telecom,Gleb Fetisov,56.0,Cyprus,Limassol,Investments,Telecom,Russia,True,D,male,1966-06-05,Fetisov,Gleb,2023-04-04 05:01:00,1966.0,6.0,5.0,102.51,0.3,"$24,564,647,935 ",75.9,99.3,80.8,24.5,22.4,1198575.0,35.126413,33.429859,50s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Fashion & Retail,Paul Fireman,79.0,United States,Brookline,Reebok,Fashion & Retail,United States,True,E,male,1944-02-14,Fireman,Paul,2023-04-04 05:01:00,1944.0,2.0,14.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,70s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Fashion & Retail,Robert Fisher,69.0,United States,San Francisco,Gap,Fashion & Retail,United States,False,D,male,1953-08-01,Fisher,Robert,2023-04-04 05:01:00,1953.0,8.0,1.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,60s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Fashion & Retail,Bernd Freier,66.0,Germany,Rottendorf,Fashion retail,Fashion & Retail,Germany,True,D,male,1957-01-01,Freier,Bernd,2023-04-04 05:01:00,1957.0,1.0,1.0,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526,60s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Manufacturing,Donald Friese,82.0,United States,Los Angeles,Manufacturing,Manufacturing,United States,True,E,male,1940-10-03,Friese,Donald,2023-04-04 05:01:00,1940.0,10.0,3.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,80s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Healthcare,Gan Zhongru,74.0,China,Beijing,Pharmaceuticals,Healthcare,China,True,D,male,1948-07-01,Gan,Zhongru,2023-04-04 05:01:00,1948.0,7.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,70s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Fashion & Retail,Rahul Gautam,70.0,India,Delhi,Mattresses,Fashion & Retail,India,False,D,male,1952-11-18,Gautam,Rahul,2023-04-04 05:01:00,1952.0,11.0,18.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,70s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Finance & Investments,David Golub,60.0,United States,New York,Private equity,Finance & Investments,United States,True,E,male,1962-04-16,Golub,David,2023-04-04 05:01:00,1962.0,4.0,16.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,60s,1–2B,2023,,,,,,,,,,,,,,,
